2024-11-08 14:40, failed
2024-11-08 15:40, failed
2024-11-08 16:45, failed
2024-11-08 17:39, failed
2024-11-08 18:44, failed
2024-11-08 19:37, failed
2024-11-08 20:39, failed
2024-11-08 21:38, failed
2024-11-08 22:40, failed
2024-11-08 23:38, failed
2024-11-09 01:54, failed
2024-11-09 02:59, failed
2024-11-09 03:41, failed
2024-11-09 04:41, failed
2024-11-09 05:39, failed
2024-11-09 06:43, failed
2024-11-09 07:37, failed
2024-11-09 08:41, failed
2024-11-09 09:37, failed
2024-11-09 10:39, failed
2024-11-09 11:39, failed
2024-11-09 12:55, failed
2024-11-09 13:37, failed
2024-11-09 14:38, failed
2024-11-09 15:39, failed
2024-11-09 16:43, failed
2024-11-09 17:37, failed
2024-11-09 18:42, failed
2024-11-09 19:38, failed
2024-11-09 20:38, failed
2024-11-09 21:38, failed
2024-11-09 22:39, failed
2024-11-09 23:38, failed
2024-11-10 02:07, failed
2024-11-10 03:03, failed
2024-11-10 03:41, success
2024-11-10 04:40, success
2024-11-10 05:38, success
2024-11-10 06:42, success
2024-11-10 07:36, success
2024-11-10 08:40, success
2024-11-10 09:36, success
2024-11-10 10:39, success
2024-11-10 11:37, success
2024-11-10 12:54, success
2024-11-10 13:36, success
2024-11-10 14:37, success
2024-11-10 15:36, success
2024-11-10 16:41, success
